laptop_id,img_link,name,laptop_brand,usecases,price_rm,tags
268,https://rukminim1.flixcart.com/image/312/312/kcc9q4w0/computer/h/t/g/acer-na-gaming-laptop-original-imafthr8aa4rsjpn.jpeg?q=70,acer Aspire 7 Core i5 9th Gen,acer, Student/Education,3139.95,intel core i5 processor (9th gen) 8 gb ddr4 ram 64 bit window 10 oper system student/educ
269,https://rukminim1.flixcart.com/image/312/312/jzu60sw0/computer/z/v/d/lenovo-na-thin-and-light-laptop-original-imafjrbd3k9fhh9a.jpeg?q=70,Lenovo Ideapad 330s Core i5 8th Gen,Lenovo, Student/Education,3134.45,intel core i5 processor (8th gen) 4 gb ddr4 ram 64 bit window 10 oper system student/educ
272,https://rukminim1.flixcart.com/image/312/312/l1b1oy80/computer/n/t/t/fa506ic-hn075w-gaming-laptop-asus-original-imagcwugqkffhevx.jpeg?q=70,ASUS Ryzen 5 Dual Core 5th Gen,ASUS, Student/Education,3079.45,amd ryzen 5 dual core processor (5th gen) 8 gb ddr4 ram window 11 oper system student/educ
273,https://rukminim1.flixcart.com/image/312/312/khdqnbk0/computer/5/d/e/apple-original-imafxfyqkdfxqjab.jpeg?q=70,APPLE 2020 Macbook Air M1,APPLE, Creative/Design,6049.45,appl m1 processor 8 gb ddr4 ram mac os oper system creative/design
276,https://rukminim1.flixcart.com/image/312/312/krf91u80/computer/n/y/q/aspire-5-thin-and-light-laptop-acer-original-imag57xygyzhxaa7.jpeg?q=70,acer Aspire 5 Ryzen 5 Hexa Core AMD Ryzen 5,acer, Student/Education,3079.45,amd ryzen 5 hexa core processor 8 gb ddr4 ram 64 bit window 10 oper system student/educ
277,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/z/j/j/14s-dq3037tu-thin-and-light-laptop-hp-original-imagghdpygbmghvm.jpeg?q=70,HP Celeron Dual Core,HP, Home/Everyday use,1374.945,intel celeron dual core processor 8 gb ddr4 ram 64 bit window 11 oper system home/everyday use
278,https://rukminim1.flixcart.com/image/312/312/kpodocw0/computer/7/j/n/na-gaming-laptop-asus-original-imag3v8dna5gf6zc.jpeg?q=70,ASUS TUF Gaming A17 Ryzen 7 Octa Core 4800H,ASUS, Gaming,4234.45,amd ryzen 7 octa core processor 8 gb ddr4 ram 64 bit window 11 oper system game
282,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/5/k/i/-original-imaggsh8hmh4jmdz.jpeg?q=70,HP Ryzen 3 Quad Core 5300U,HP, Home/Everyday use,2221.45,amd ryzen 3 quad core processor 8 gb ddr4 ram 64 bit window 11 oper system home/everyday use
283,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/o/u/x/inspiron-3525-thin-and-light-laptop-dell-original-imagg42smhwrtf3g.jpeg?q=70,DELL Inspiron Ryzen 5 Hexa Core 5625U,DELL, Student/Education,2886.95,amd ryzen 5 hexa core processor 8 gb ddr4 ram 64 bit window 11 oper system student/educ
284,https://rukminim1.flixcart.com/image/312/312/kulk9zk0/computer/f/t/w/15-ec2075ax-gaming-laptop-hp-original-imag7nyzhxqc7xhh.jpeg?q=70,HP Pavilion Ryzen 5 Hexa Core AMD R5,HP, Gaming,3409.45,amd ryzen 5 hexa core processor 8 gb ddr4 ram 64 bit window 11 oper system game
285,https://rukminim1.flixcart.com/image/312/312/kzrbiq80/computer/v/d/d/15s-fq2626tu-thin-and-light-laptop-hp-original-imagbpb2sztfprgz.jpeg?q=70,HP Core i5 11th Gen,HP, Student/Education,2853.95,intel core i5 processor (11th gen) 8 gb ddr4 ram 64 bit window 11 oper system student/educ
288,https://rukminim1.flixcart.com/image/312/312/l0bbonk0/computer/e/h/g/inspiron-3515-thin-and-light-laptop-dell-original-imagc4khfybjef5s.jpeg?q=70,DELL Ryzen 3 Dual Core 3250U,DELL, Home/Everyday use,2171.95,amd ryzen 3 dual core processor 8 gb ddr4 ram 64 bit window 11 oper system home/everyday use
290,https://rukminim1.flixcart.com/image/312/312/kuyf8nk0/computer/3/n/s/mk183hn-a-laptop-apple-original-imag7yzkbgbwvwq3.jpeg?q=70,APPLE 2021 Macbook Pro M1 Pro,APPLE, Creative/Design,13309.45,appl m1 pro processor 16 gb unifi memori ram mac os oper system creative/design
294,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/h/k/z/x360-bf0058tu-thin-and-light-laptop-hp-original-imagh4ypj3ujgska.jpeg?q=70,HP Envy x360 Creator OLED Intel Evo Core i7 12th Gen,HP, Creative/Design,6324.45,intel core i7 processor (12th gen) 16 gb lpddr4x ram window 11 oper system creative/design
297,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/7/d/i/zl12-business-laptop-infinix-original-imagm83gc6xr8sau.jpeg?q=70,Infinix ZERO BOOK Series Laptop Intel Core i5 12th Gen,Infinix, Student/Education,2834.26,intel core i5 processor (12th gen) 16 gb lpddr5 ram window 11 oper system student/educ
300,https://rukminim1.flixcart.com/image/312/312/l3vxbbk0/computer/v/w/o/-original-imagewgt7g66ynx4.jpeg?q=70,ASUS ROG Zephyrus M16 Core i7 11th Gen,ASUS, Gaming,7699.45,intel core i7 processor (11th gen) 16 gb ddr4 ram window 10 oper system game
301,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/n/1/g/-original-imagg6t9hmxg6ndz.jpeg?q=70,ASUS VivoBook 14 (2022) Core i3 12th Gen,ASUS, Student/Education,2639.45,intel core i3 processor (12th gen) 8 gb ddr4 ram window 11 oper system student/educ
303,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/x/t/r/14ihu5-thin-and-light-laptop-lenovo-original-imagheh6vrqvpfnx.jpeg?q=70,Lenovo Yoga Slim 7 Pro Intel Core i5 11th Gen,Lenovo, Creative/Design,3899.5,intel core i5 processor (11th gen) 16 gb lpddr4x ram 64 bit window 11 oper system creative/design
304,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/g/i/2/laptop-hp-15s-fq2670tu-laptop-hp-original-imagjmgbdgahch5f.jpeg?q=70,HP 15s Core i3 11th Gen,HP, Home/Everyday use,1963.445,intel core i3 processor (11th gen) 8 gb ddr4 ram 64 bit window 11 oper system home/everyday use
305,https://rukminim1.flixcart.com/image/312/312/l2urv680/computer/f/v/8/-original-image333auvbgkhr.jpeg?q=70,ASUS Vivobook S14 OLED (2022) Intel EVO Core i7 12th Gen,ASUS, Creative/Design,4674.45,intel core i7 processor (12th gen) 16 gb ddr4 ram 64 bit window 11 oper system creative/design
307,https://rukminim1.flixcart.com/image/312/312/l16rde80/computer/p/4/i/inspiron-3511-thin-and-light-laptop-dell-original-imagctygxz8x6hnx.jpeg?q=70,DELL Inspiron 3000 Core i3 11th Gen,DELL, Home/Everyday use,2392.5,intel core i3 processor (11th gen) 8 gb ddr4 ram 64 bit window 11 oper system home/everyday use
308,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/p/o/z/-original-imagg6t9zfyzzeqg.jpeg?q=70,ASUS Vivobook 14 (2022) Core i3 12th Gen,ASUS, Student/Education,2584.45,intel core i3 processor (12th gen) 8 gb ddr4 ram 64 bit window 11 oper system student/educ
310,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/z/h/h/-original-imaggugb4zvazpzf.jpeg?q=70,ASUS Zenbook 13 Intel EVO Core i5 11th Gen,ASUS, Creative/Design,3354.45,intel core i5 processor (11th gen) 8 gb lpddr4x ram 64 bit window 11 oper system creative/design
312,https://rukminim1.flixcart.com/image/312/312/l2m78280/computer/z/e/f/-original-imagdx9szs8xz2rk.jpeg?q=70,ASUS VivoBook 14 (2022) Ryzen 7 Quad Core AMD R7,ASUS, Student/Education,2584.45,amd ryzen 7 quad core processor 16 gb ddr4 ram 64 bit window 11 oper system student/educ
313,https://rukminim1.flixcart.com/image/312/312/l01blow0/computer/f/8/m/predator-helios-300-gaming-laptop-acer-original-imagbx25hvqxzqsm.jpeg?q=70,acer Predator Helios 300 Core i9 11th Gen,acer, Gaming,7699.945,intel core i9 processor (11th gen) 16 gb ddr4 ram 64 bit window 11 oper system game
314,https://rukminim1.flixcart.com/image/312/312/l4ei1e80/computer/0/t/0/-original-imagfbayfqxfz5hm.jpeg?q=70,acer Predator Helios 300 Core i7 12th Gen,acer, Gaming,8606.95,intel core i7 processor (12th gen) 16 gb ddr5 ram 64 bit window 11 oper system game
316,https://rukminim1.flixcart.com/image/312/312/l2qhjm80/computer/q/9/e/-original-imageye8tzbey747.jpeg?q=70,Avita SATUS S111 Celeron Dual Core,Avita, Budget Friendly,906.95,intel celeron dual core processor 4 gb ddr4 ram 64 bit window 11 oper system budget friendli
318,https://rukminim1.flixcart.com/image/312/312/kcauaa80/computer/8/k/e/alienware-original-imaftgn37g4vzqmy.jpeg?q=70,ALIENWARE Core i7 10th Gen,ALIENWARE, Gaming,13750.0,intel core i7 processor (10th gen) 16 gb ddr4 ram 64 bit window 10 oper system game
320,https://rukminim1.flixcart.com/image/312/312/l45xea80/computer/v/c/x/inspiron-3511-thin-and-light-laptop-dell-original-imagf4n2y3uk8jcz.jpeg?q=70,DELL Inspiron Core i5 11th Gen,DELL, Home/Everyday use,3189.45,intel core i5 processor (11th gen) 8 gb ddr4 ram 64 bit window 11 oper system home/everyday use
323,https://rukminim1.flixcart.com/image/312/312/l3t2fm80/computer/p/q/q/-original-imageuecysr3cuca.jpeg?q=70,ASUS VivoBook Flip 14 Core i3 11th Gen,ASUS, Student/Education,2474.45,intel core i3 processor (11th gen) 8 gb lpddr4x ram 64 bit window 11 oper system student/educ
325,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/p/f/x/-original-imaghzahmt9zphps.jpeg?q=70,DELL Ryzen 5 Hexa Core AMD R5,DELL, Gaming,4894.45,amd ryzen 5 hexa core processor 16 gb ddr5 ram 64 bit window 11 oper system game
326,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/y/b/2/-original-imagjmhqndcxs6yg.jpeg?q=70,HP Spectre Intel Evo Core i7 12th Gen,HP, Business/Professional,8002.445,intel core i7 processor (12th gen) 16 gb lpddr4x ram 64 bit window 11 oper system business/profession
327,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/n/e/n/-original-imagjfgfjnwnq89g.jpeg?q=70,Infinix INBook X2 Plus Core i3 11th Gen,Infinix, Home/Everyday use,1869.45,intel core i3 processor (11th gen) 8 gb lpddr4x ram 64 bit window 11 oper system home/everyday use
329,https://rukminim1.flixcart.com/image/312/312/ksyz8280/computer/s/r/z/vivobook15-thin-and-light-laptop-asus-original-imag6eyabh3w846p.jpeg?q=70,ASUS Vivobook 15 Core i3 11th Gen,ASUS, Home/Everyday use,2199.45,intel core i3 processor (11th gen) 8 gb ddr4 ram 64 bit window 10 oper system home/everyday use
330,https://rukminim1.flixcart.com/image/312/312/computer/a/y/b/hp-spectre-notebook-original-imaepbx7ncxbuzwc.jpeg?q=70,HP Core i5 7th Gen,HP, Budget Friendly,3234.0,intel core i5 processor (7th gen) 8 gb ddr3 ram 64 bit window 10 oper system budget friendli
331,https://rukminim1.flixcart.com/image/312/312/l3rmzrk0/computer/2/o/q/-original-imagetjfvgfsm24g.jpeg?q=70,ASUS TUF Gaming F15 Core i7 11th Gen,ASUS, Gaming,5581.95,intel core i7 processor (11th gen) 16 gb ddr4 ram 64 bit window 10 oper system game
332,https://rukminim1.flixcart.com/image/312/312/kuyf8nk0/computer/z/k/q/mkgr3hn-a-thin-and-light-laptop-apple-original-imag7yzp78bpnzyg.jpeg?q=70,APPLE 2021 Macbook Pro M1 Pro,APPLE, Multimedia/Entertainment,12094.17,appl m1 pro processor 16 gb unifi memori ram mac os oper system multimedia/entertain
333,https://rukminim1.flixcart.com/image/312/312/l5bd5zk0/computer/l/e/k/15-fb0040ax-gaming-laptop-hp-original-imaggyuezf9qtypd.jpeg?q=70,HP Victus Ryzen 5 Hexa Core 5600H,HP, Business/Professional,3849.45,amd ryzen 5 hexa core processor 8 gb ddr4 ram 64 bit window 11 oper system business/profession
334,https://rukminim1.flixcart.com/image/312/312/ktx9si80/computer/2/c/y/inspiron-laptop-dell-original-imag75zxhd4vgejn.jpeg?q=70,DELL Insprion 3511 Core i3 11th Gen,DELL, Home/Everyday use,2309.45,intel core i3 processor (11th gen) 8 gb ddr4 ram window 10 oper system home/everyday use
335,https://rukminim1.flixcart.com/image/312/312/kkyc9zk0/computer/j/z/b/na-2-in-1-laptop-asus-original-imagy6zh6zq2npfx.jpeg?q=70,ASUS VivoBook Flip 14 Core i3 11th Gen,ASUS, Student/Education,2474.45,intel core i3 processor (11th gen) 8 gb lpddr4x ram 64 bit window 11 oper system student/educ
338,https://rukminim1.flixcart.com/image/312/312/ku5ufm80/computer/x/4/j/g15-5515-gaming-laptop-dell-original-imag7chqvu3veeaz.jpeg?q=70,DELL G15 Ryzen 5 Hexa Core AMD R5,DELL, Home/Everyday use,4003.45,amd ryzen 5 hexa core processor 8 gb ddr4 ram 64 bit window 10 oper system home/everyday use
339,https://rukminim1.flixcart.com/image/312/312/knhsgi80/computer/u/y/4/na-thin-and-light-laptop-acer-original-imag25zfahpqmyjm.jpeg?q=70,acer Aspire 5 Core i5 11th Gen,acer, Home/Everyday use,3307.15,intel core i5 processor (11th gen) 8 gb ddr4 ram 64 bit window 10 oper system home/everyday use
340,https://rukminim1.flixcart.com/image/312/312/kdnf98w0/computer/5/a/a/msi-original-imafugm3vjgbfgzp.jpeg?q=70,MSI GF65 Thin Core i5 9th Gen,MSI, Gaming,4124.45,intel core i5 processor (9th gen) 16 gb ddr4 ram 64 bit window 10 oper system game
341,https://rukminim1.flixcart.com/image/312/312/l572ufk0/computer/u/d/s/ga503rm-hq142ws-gaming-laptop-asus-original-imagfxjrtmpgfyhs.jpeg?q=70,ASUS ROG Zephyrus G15 (2022) with 90Whr Battery Ryzen 7 Octa Core 6800HS,ASUS, Gaming,8689.45,amd ryzen 7 octa core processor 16 gb ddr5 ram 64 bit window 11 oper system game
343,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/g/y/8/x1500ea-ej701ws-business-laptop-asus-original-imagkftffdhmv2zv.jpeg?q=70,ASUS Core i7 11th Gen,ASUS, Business/Professional,3271.95,intel core i7 processor (11th gen) 16 gb ddr4 ram window 11 oper system business/profession
344,https://rukminim1.flixcart.com/image/312/312/l4pxk7k0/computer/n/g/g/inspiron-3511-d560742win9s-laptop-dell-original-imagfjtzjr3hhezv.jpeg?q=70,DELL Core i5 11th Gen,DELL, Home/Everyday use,3216.95,intel core i5 processor (11th gen) 8 gb ddr4 ram window 11 oper system home/everyday use
349,https://rukminim1.flixcart.com/image/312/312/kfeamq80/computer/z/c/z/asus-na-gaming-laptop-original-imafvuye6yhsbnkb.jpeg?q=70,ASUS VivoBook Gaming (2020) Core i7 10th Gen,ASUS, Gaming,4806.45,intel core i7 processor (10th gen) 8 gb ddr4 ram 64 bit window 10 oper system game
351,https://rukminim1.flixcart.com/image/312/312/kf4ajrk0/computer/j/f/u/alienware-original-imafvngmfmgqwawv.jpeg?q=70,ALIENWARE Core i7 10th Gen,ALIENWARE, Gaming,11813.45,intel core i7 processor (10th gen) 16 gb ddr4 ram 64 bit window 10 oper system game
352,https://rukminim1.flixcart.com/image/312/312/kcauaa80/computer/8/k/e/alienware-original-imaftgn37g4vzqmy.jpeg?q=70,ALIENWARE Core i7 10th Gen,ALIENWARE, Gaming,10999.45,intel core i7 processor (10th gen) 16 gb ddr4 ram 64 bit window 10 oper system game
354,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/d/b/j/-original-imagjfgy6ghyqssh.jpeg?q=70,Infinix INBook X2 Plus Core i5 11th Gen,Infinix, Student/Education,2364.45,intel core i5 processor (11th gen) 8 gb lpddr4x ram 64 bit window 11 oper system student/educ
356,https://rukminim1.flixcart.com/image/312/312/kl2mljk0/computer/h/h/r/na-thin-and-light-laptop-mi-original-imagy9zzhzwbgqha.jpeg?q=70,Mi Notebook Horizon Edition 14 Core i7 10th Gen,Mi, Home/Everyday use,3299.45,intel core i7 processor (10th gen) 8 gb ddr4 ram 64 bit window 10 oper system home/everyday use
363,https://rukminim1.flixcart.com/image/312/312/krce64w0/computer/g/x/z/aspire-5-thin-and-light-laptop-acer-original-imag55gzykbb22cp.jpeg?q=70,acer Aspire 5 Core i5 11th Gen,acer, Home/Everyday use,2584.45,intel core i5 processor (11th gen) 8 gb ddr4 ram 64 bit window 10 oper system home/everyday use
365,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/o/d/w/-original-imagf35eyyeezqpk.jpeg?q=70,DELL Vostro Core i3 11th Gen,DELL, Home/Everyday use,2347.95,intel core i3 processor (11th gen) 8 gb ddr4 ram 64 bit window 11 oper system home/everyday use
366,https://rukminim1.flixcart.com/image/312/312/kcm9t3k0/computer/q/x/r/hp-na-gaming-laptop-original-imaftpesbvfxgw9t.jpeg?q=70,HP Pavilion Gaming Ryzen 5 Quad Core 3550H,HP, Gaming,3299.45,amd ryzen 5 quad core processor 8 gb ddr4 ram 64 bit window 10 oper system game
367,https://rukminim1.flixcart.com/image/312/312/kuyf8nk0/computer/g/z/q/mk1e3hn-a-laptop-apple-original-imag7yzmv57cvg3f.jpeg?q=70,APPLE 2021 Macbook Pro M1 Pro,APPLE, Multimedia/Entertainment,12264.45,appl m1 pro processor 16 gb unifi memori ram mac os oper system multimedia/entertain
368,https://rukminim1.flixcart.com/image/312/312/kyxb9u80/computer/4/y/0/vivobook-laptop-asus-original-imagbfz5wjzf4bde.jpeg?q=70,ASUS Core i3 12th Gen,ASUS, Home/Everyday use,2364.45,intel core i3 processor (12th gen) 8 gb ddr4 ram window 11 oper system home/everyday use
369,https://rukminim1.flixcart.com/image/312/312/k6zda4w0/computer/g/s/z/msi-original-imafpbphchfxrmkp.jpeg?q=70,MSI GP65 Leopard Core i7 10th Gen,MSI, Gaming,8584.95,intel core i7 processor (10th gen) 32 gb ddr4 ram 64 bit window 10 oper system game
370,https://rukminim1.flixcart.com/image/312/312/kqgyhe80/computer/d/l/f/g15-5510-notebook-dell-original-imag4gy96ahhtmvz.jpeg?q=70,DELL G15 Core i5 10th Gen,DELL, Gaming,3843.95,intel core i5 processor (10th gen) 8 gb ddr4 ram 64 bit window 10 oper system game
371,https://rukminim1.flixcart.com/image/312/312/l13whow0/computer/o/s/h/-original-imagcqvpmys2cmg3.jpeg?q=70,ASUS VivoBook K15 OLED Ryzen 7 Octa Core AMD R7,ASUS, Multimedia/Entertainment,3519.45,amd ryzen 7 octa core processor 16 gb ddr4 ram 64 bit window 11 oper system multimedia/entertain
372,https://rukminim1.flixcart.com/image/312/312/l26hdow0/computer/d/r/a/g15-5521-se-gaming-laptop-dell-original-imagdktezaswjvsk.jpeg?q=70,DELL G15 Core i7 12th Gen,DELL, Gaming,5994.45,intel core i7 processor (12th gen) 16 gb ddr5 ram 64 bit window 11 oper system game
376,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/7/3/l/-original-imagha3pvvc2xuz2.jpeg?q=70,MSI Bravo Ryzen 5 Hexa Core 5600H,MSI, Gaming,3217.5,amd ryzen 5 hexa core processor 8 gb ddr4 ram 64 bit window 10 oper system game
377,https://rukminim1.flixcart.com/image/312/312/kybvo280/computer/c/u/5/-original-imagah7xqmwnt2x6.jpeg?q=70,acer Aspire 3 Ryzen 3 Dual Core 3250U,acer, Home/Everyday use,1826.0,amd ryzen 3 dual core processor 8 gb ddr4 ram 64 bit window 11 oper system home/everyday use
378,https://rukminim1.flixcart.com/image/312/312/l1mh7rk0/computer/e/4/q/inspiron-3525-notebook-dell-original-imagd5k6ykzvkhdc.jpeg?q=70,DELL Inspiron Ryzen 3 Quad Core 5425U,DELL, Home/Everyday use,2303.95,amd ryzen 3 quad core processor 8 gb ddr4 ram 64 bit window 11 oper system home/everyday use
381,https://rukminim1.flixcart.com/image/312/312/ku4ezrk0/computer/h/x/8/14iil05-thin-and-light-laptop-lenovo-original-imag7anttggbgmzm.jpeg?q=70,Lenovo IdeaPad Core i3 10th Gen,Lenovo, Home/Everyday use,1979.45,intel core i3 processor (10th gen) 4 gb ddr4 ram 64 bit window 11 oper system home/everyday use
383,https://rukminim1.flixcart.com/image/312/312/l0zm64w0/computer/e/g/8/g15-5515-gaming-laptop-dell-original-imagcnty69nhzy58.jpeg?q=70,DELL Ryzen 5 Hexa Core AMD R5,DELL, Home/Everyday use,3959.45,amd ryzen 5 hexa core processor 8 gb ddr4 ram 64 bit window 11 oper system home/everyday use
384,https://rukminim1.flixcart.com/image/312/312/l0vbukw0/computer/z/o/e/-original-imagckcfz6jgjn3z.jpeg?q=70,ASUS ROG Strix G15 (2022) Ryzen 7 Octa Core AMD R7,ASUS, Gaming,5829.45,amd ryzen 7 octa core processor 16 gb ddr5 ram 64 bit window 11 oper system game
385,https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70,Lenovo IdeaPad Gaming 3 Core i5 11th Gen,Lenovo, Gaming,3239.5,intel core i5 processor (11th gen) 8 gb ddr4 ram 64 bit window 10 oper system game
386,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/y/i/o/-original-imagh3kyz5vch93f.jpeg?q=70,MSI Creator Z16 Core i9 11th Gen,MSI, Business/Professional,11604.45,intel core i9 processor (11th gen) 16 gb ddr4 ram 64 bit window 10 oper system business/profession
387,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/p/e/q/-original-imagmmnamgzjnq9q.jpeg?q=70,Lenovo IdeaPad Slim 5 Ryzen 7 Hexa Core 5700U,Lenovo, Home/Everyday use,3629.45,amd ryzen 7 hexa core processor 16 gb ddr4 ram 64 bit window 11 oper system home/everyday use
388,https://rukminim1.flixcart.com/image/312/312/kh0vonk0/computer/f/j/g/acer-na-gaming-laptop-original-imafx4u9yyzuzffx.jpeg?q=70,acer Predator Helios 300 Core i7 10th Gen,acer, Gaming,8276.95,intel core i7 processor (10th gen) 16 gb ddr4 ram 64 bit window 10 oper system game
389,https://rukminim1.flixcart.com/image/312/312/krf91u80/computer/2/m/b/na-thin-and-light-laptop-dell-original-imag585xzyrystrc.jpeg?q=70,DELL Vostro Core i3 10th Gen,DELL, Home/Everyday use,2336.95,intel core i3 processor (10th gen) 4 gb ddr4 ram 64 bit window 11 oper system home/everyday use
391,https://rukminim1.flixcart.com/image/312/312/kcjexe80/computer/f/s/m/asus-original-imaftndw8zg398np.jpeg?q=70,ASUS Vivobook Ultra 14 (2022) Core i3 11th Gen,ASUS, Student/Education,2254.45,intel core i3 processor (11th gen) 8 gb ddr4 ram 64 bit window 11 oper system student/educ
392,https://rukminim1.flixcart.com/image/312/312/kppt47k0/computer/w/i/f/na-thin-and-light-laptop-dell-original-imag3wyz2cwngyzk.jpeg?q=70,DELL Inspiron Core i5 11th Gen,DELL, Home/Everyday use,4300.45,intel core i5 processor (11th gen) 8 gb lpddr4x ram 64 bit window 10 oper system home/everyday use
394,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/q/k/2/-original-imagg6t9zus8vhew.jpeg?q=70,ASUS Vivobook 15 Ryzen 3 Dual Core AMD R3,ASUS, Home/Everyday use,1924.45,amd ryzen 3 dual core processor 8 gb ddr4 ram window 11 oper system home/everyday use
395,https://rukminim1.flixcart.com/image/312/312/ksgehzk0/computer/r/c/k/predator-helios-300-gaming-laptop-acer-original-imag6yjdmwdrksyn.jpeg?q=70,acer Predator Helios 300 Core i9 11th Gen,acer, Gaming,6599.45,intel core i9 processor (11th gen) 16 gb ddr4 ram 64 bit window 11 oper system game
398,https://rukminim1.flixcart.com/image/312/312/kt8zb0w0/computer/n/m/v/inspiron-3511-thin-and-light-laptop-dell-original-imag6n5kbmfcgxk6.jpeg?q=70,DELL Inspiron Core i3 11th Gen,DELL, Student/Education,2248.95,intel core i3 processor (11th gen) 8 gb ddr4 ram 64 bit window 10 oper system student/educ
399,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/2/3/5/-original-imagg5hhjunrv4e4.jpeg?q=70,Lenovo IdeaPad 3 Ryzen 5 Hexa Core 5500U,Lenovo, Budget Friendly,2587.145,amd ryzen 5 hexa core processor 8 gb ddr4 ram 64 bit window 11 oper system budget friendli
401,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/g/i/2/laptop-hp-15s-fq2670tu-laptop-hp-original-imagjmgbdgahch5f.jpeg?q=70,HP 15s Core i3 11th Gen,HP, Home/Everyday use,2171.95,intel core i3 processor (11th gen) 8 gb ddr4 ram 64 bit window 11 oper system home/everyday use
402,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/t/t/m/-original-imaghkcjwpmszxtg.jpeg?q=70,acer Aspire 7 Core i5 12th Gen,acer, Gaming,3574.45,intel core i5 processor (12th gen) 8 gb ddr4 ram 64 bit window 11 oper system game
404,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/b/d/y/-original-imagf39qmdjgesc9.jpeg?q=70,Infinix X1 Slim Series Core i3 10th Gen,Infinix, Home/Everyday use,1704.45,intel core i3 processor (10th gen) 8 gb lpddr4x ram 64 bit window 11 oper system home/everyday use
405,https://rukminim1.flixcart.com/image/312/312/jyq5oy80/computer/t/y/2/apple-na-thin-and-light-laptop-original-imafgwev6abfznds.jpeg?q=70,APPLE MacBook Pro Core i5 8th Gen,APPLE, Multimedia/Entertainment,9019.45,intel core i5 processor (8th gen) 8 gb ddr3 ram mac os oper system multimedia/entertain
406,https://rukminim1.flixcart.com/image/312/312/l5fnhjk0/computer/m/3/k/a314-35-notebook-acer-original-imagg462zhhzd62a.jpeg?q=70,acer Aspire 3 Celeron Dual Core,acer, Budget Friendly,2309.945,intel celeron dual core processor 4 gb ddr4 ram 64 bit window 11 oper system budget friendli
407,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/k/u/m/15s-du3614tu-thin-and-light-laptop-hp-original-imagghe6jcf76wgc.jpeg?q=70,HP 15s Intel Core i3 11th Gen,HP, Student/Education,2243.34,intel core i3 processor (11th gen) 8 gb ddr4 ram 64 bit window 11 oper system student/educ
410,https://rukminim1.flixcart.com/image/312/312/l4d2ljk0/computer/s/1/9/-original-imagf9x3mjdwmnxg.jpeg?q=70,DELL Inspiron Ryzen 7 Octa Core 5700U,DELL, Gaming,4888.95,amd ryzen 7 octa core processor 16 gb ddr4 ram 64 bit window 11 oper system game
412,https://rukminim1.flixcart.com/image/312/312/kzygpzk0/computer/u/n/j/vostro-3400-thin-and-light-laptop-dell-original-imagbuusnyzeqsjh.jpeg?q=70,DELL Vostro Core i3 11th Gen,DELL, Home/Everyday use,2237.95,intel core i3 processor (11th gen) 8 gb ddr4 ram 64 bit window 10 oper system home/everyday use
413,https://rukminim1.flixcart.com/image/312/312/l23mhzk0/computer/e/6/4/br1100cka-gj0722w-laptop-asus-original-imagdgsbfwfbzdmw.jpeg?q=70,ASUS (2022) Celeron Dual Core,ASUS, Budget Friendly,1335.95,intel celeron dual core processor 4 gb ddr4 ram 64 bit window 11 oper system budget friendli
415,https://rukminim1.flixcart.com/image/312/312/l4fxh8w0/computer/k/u/e/vivobook-s-15-oled-s3502za-laptop-asus-original-imagfcg9zrubgprk.jpeg?q=70,ASUS Core i5 12th Gen,ASUS, Business/Professional,4124.45,intel core i5 processor (12th gen) 16 gb ddr4 ram window 11 oper system business/profession
419,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/6/7/9/-original-imagf39qzkzncyvh.jpeg?q=70,Infinix X1 Slim Series Core i5 10th Gen,Infinix, Home/Everyday use,2089.45,intel core i5 processor (10th gen) 8 gb lpddr4x ram 64 bit window 11 oper system home/everyday use
